,n,spread-type,simple-spread-chance,graph-type,ba-m,citizen-media-influence,citizen-citizen-influence,flint-community-size,repetition,data
531,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 2. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.
 0. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 2. 0. 1. 1. 0. 2. 0. 0. 1. 0. 2. 1. 0. 0. 0. 1. 2. 1.
 0. 1. 2. 0. 1. 1. 0. 0. 2. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1.
 0. 1. 0. 3. 1. 0. 3. 0. 1. 0. 2. 0. 1. 1. 0. 1. 0. 0. 1. 1. 2. 1. 0. 0.
 0. 3. 0. 0. 2. 1. 0. 0. 1. 3. 1. 3. 1. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 2.
 1. 1. 0. 2. 0. 0. 2. 1. 1. 1. 0. 0. 1. 0. 0. 1. 2. 2. 1. 1. 0. 1. 0. 0.
 1. 0. 0. 3. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 1. 1. 0. 2. 1. 0. 1. 0.
 1. 0. 2. 4. 0. 1. 1. 0. 0. 1. 1. 0.]"
532,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 2. 1. 0. 1. 2. 1. 1. 1. 2. 0. 0. 2.
 2. 0. 3. 1. 1. 2. 1. 1. 0. 0. 0. 0. 2. 1. 0. 4. 0. 1. 1. 2. 4. 1. 3. 0.
 1. 1. 4. 1. 2. 0. 2. 2. 1. 6. 1. 2. 1. 1. 2. 1. 3. 4. 3. 1. 1. 0. 1. 1.
 0. 1. 1. 3. 3. 1. 2. 3. 1. 5. 3. 1. 1. 1. 4. 1. 1. 4. 2. 0. 1. 0. 1. 6.
 1. 7. 1. 1. 0. 4. 3. 1. 0. 1. 0. 2. 0. 3. 0. 2. 1. 1. 0. 0. 0. 1. 0. 1.
 1. 0. 2. 2. 1. 1. 0. 0. 0. 3. 0. 0. 1. 1. 2. 1. 3. 1. 2. 3. 0. 0. 3. 1.
 1. 0. 1. 1. 2. 3. 0. 0. 0. 0. 1. 0. 1. 1. 3. 2. 1. 1. 1. 0. 0. 1. 0. 1.
 2. 1. 1. 2. 0. 1. 0. 1. 1. 2. 1. 0.]"
533,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 4. 1. 1. 1. 0. 0. 3. 1. 1. 1. 0. 0. 2.
 3. 1. 3. 2. 1. 5. 0. 1. 4. 0. 3. 2. 0. 1. 2. 1. 2. 1. 2. 2. 0. 3. 1. 0.
 1. 2. 1. 2. 1. 1. 1. 3. 3. 1. 3. 1. 0. 1. 5. 2. 1. 3. 4. 1. 4. 4. 1. 2.
 0. 1. 1. 4. 2. 2. 1. 0. 3. 0. 1. 0. 2. 0. 0. 0. 1. 1. 3. 4. 1. 5. 4. 1.
 1. 2. 3. 1. 1. 1. 2. 0. 1. 5. 0. 1. 4. 4. 0. 0. 0. 1. 2. 1. 1. 1. 0. 0.
 1. 1. 1. 0. 1. 3. 3. 1. 2. 3. 2. 2.]"
534,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 2. 1. 0. 0. 1. 1.
 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 2. 1.
 1. 0. 0. 2. 0. 1. 0. 2. 0. 3. 1. 1. 0. 3. 1. 3. 0. 1. 1. 1. 1. 1. 2. 1.
 0. 0. 0. 1. 1. 0. 2. 2. 6. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 1.
 1. 1. 3. 2. 0. 1. 2. 0. 2. 0. 1. 1. 0. 0. 0. 2. 1. 0. 1. 2. 1. 1. 2. 1.
 0. 1. 0. 1. 3. 0. 0. 3. 1. 0. 1. 1. 2. 1. 2. 1. 1. 0. 1. 0. 0. 1. 0. 0.
 0. 1. 1. 1. 0. 0. 2. 2. 0. 1. 2. 2. 2. 1. 0. 0. 1. 3. 2. 1. 1. 2. 1. 0.
 1. 1. 0. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 2. 1. 2. 1. 0. 3. 0. 1. 1. 1. 2.
 0. 0. 0. 1. 1. 0. 1. 0. 0. 2. 0. 1.]"
535,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
 0. 1. 0. 0. 1. 2. 0. 1. 1. 3. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 2. 0. 2. 0.
 2. 1. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 0. 1. 0. 2. 0. 1. 0. 0. 0.
 1. 0. 0. 0. 3. 0. 0. 1. 0. 0. 0. 2. 3. 0. 1. 0. 1. 0. 0. 1. 0. 3. 2. 2.
 1. 1. 0. 2. 0. 2. 1. 0. 2. 0. 1. 0. 3. 0. 1. 0. 1. 0. 0. 1. 2. 0. 0. 1.
 3. 2. 0. 1. 0. 1. 0. 1. 1. 2. 1. 2. 1. 1. 1. 3. 0. 2. 1. 1. 0. 1. 0. 1.
 0. 1. 0. 2. 1. 3. 1. 0. 1. 0. 0. 2. 0. 2. 0. 0. 0. 1. 0. 1. 1. 0. 2. 0.
 0. 0. 0. 0. 0. 2. 0. 0. 0. 1. 2. 1. 3. 1. 1. 0. 0. 1. 0. 2. 1. 3. 0. 0.
 0. 2. 1. 1. 0. 0. 1. 1. 2. 1. 2. 1. 0. 0. 1. 0. 2. 0. 0. 0. 0. 0. 2. 1.
 0. 0. 2. 1. 1. 0. 0. 0. 0. 0. 0. 2.]"
536,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.
 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2. 1. 2. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2.
 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 2. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 2. 0. 1. 0. 0.
 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 2. 1. 0. 0. 1.
 2. 1. 0. 3. 0. 1. 0. 0. 1. 2. 0. 0. 2. 0. 2. 2. 0. 0. 0. 0. 0. 1. 0. 3.
 0. 0. 0. 2. 1. 1. 0. 0. 2. 0. 2. 0. 0. 1. 0. 0. 1. 0. 0. 2. 1. 0. 1. 0.
 0. 0. 3. 1. 0. 1. 1. 4. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 2. 0.
 0. 1. 2. 0. 0. 2. 0. 1. 2. 1. 2. 0. 4. 0. 1. 0. 0. 1. 0. 1. 0. 2. 1. 0.
 0. 1. 2. 0. 0. 2. 1. 0. 1. 1. 2. 0. 1. 0. 0. 1. 2. 1. 0. 0. 1. 0. 1. 1.
 1. 1. 2. 2. 0. 3. 1. 3. 1. 1. 1. 0. 1. 1. 0. 0. 1. 2. 1. 0. 1. 0. 2. 2.
 0. 0. 1. 2. 0. 2. 2. 2. 4. 1. 0. 2. 0. 1. 1. 0. 1. 0. 1. 0. 3. 1. 1. 0.
 2. 1. 1. 1. 0. 0. 2. 1. 1. 1. 1. 0.]"
537,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,3,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 3. 0. 0. 1. 0. 2. 0. 1. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0.
 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0.
 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 2. 0. 1. 1.
 0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 2. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0.
 1. 0. 4. 0. 1. 0. 0. 0. 0. 1. 2. 0. 1. 1. 0. 0. 1. 2. 0. 0. 0. 2. 0. 0.
 0. 0. 0. 0. 2. 0. 2. 1. 2. 0. 0. 1.]"
538,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 2. 0. 1. 1. 1. 1. 0. 2. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 3. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 2. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 1. 0. 2. 1. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 2. 0. 1. 0. 0. 1. 2. 0. 0.
 0. 1. 0. 1. 1. 3. 1. 0. 2. 0. 0. 0. 0. 0. 0. 1. 1. 1. 2. 0. 0. 0. 1. 0.
 0. 0. 1. 0. 0. 0. 0. 2. 1. 2. 3. 0. 1. 0. 1. 0. 3. 2. 0. 0. 0. 1. 1. 1.
 1. 1. 1. 0. 3. 1. 2. 0. 2. 1. 2. 1. 0. 0. 2. 3. 0. 2. 0. 2. 0. 1. 0. 2.
 0. 0. 1. 1. 1. 0. 1. 1. 0. 0. 0. 2. 2. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0.
 0. 0. 1. 0. 4. 2. 0. 2. 1. 3. 3. 1.]"
539,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.
 0. 0. 2. 2. 2. 0. 1. 3. 1. 1. 0. 2. 0. 4. 1. 3. 2. 0. 2. 1. 1. 3. 2. 4.
 3. 2. 0. 2. 4. 1. 3. 0. 1. 0. 0. 0. 0. 3. 2. 2. 0. 2. 3. 0. 1. 2. 3. 0.
 3. 2. 0. 0. 0. 3. 3. 4. 2. 1. 3. 4. 1. 2. 3. 2. 2. 0. 1. 1. 0. 3. 2. 4.
 3. 3. 1. 1. 1. 2. 0. 0. 1. 4. 0. 0. 1. 0. 2. 1. 4. 1. 1. 1. 2. 0. 0. 3.
 1. 1. 0. 2. 0. 2. 3. 0. 1. 2. 0. 2. 0. 2. 3. 0. 2. 2. 0. 0. 2. 1. 3. 1.
 1. 1. 3. 0. 4. 4. 1. 0. 3. 1. 1. 1. 0. 0. 1. 1. 1. 3. 1. 1. 3. 1. 1. 1.
 1. 1. 1. 2. 0. 1. 1. 2. 3. 1. 1. 2.]"
540,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,3,"[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 3. 3. 2. 0. 0. 1. 2. 0. 0. 2. 1. 1. 3. 0.
 2. 0. 1. 2. 0. 1. 0. 0. 1. 2. 3. 4. 2. 1. 1. 2. 1. 1. 2. 1. 5. 3. 3. 1.
 1. 2. 0. 3. 2. 2. 1. 4. 0. 2. 2. 2. 1. 1. 2. 1. 2. 2. 3. 2. 0. 1. 1. 1.
 2. 0. 3. 1. 0. 2. 1. 1. 1. 3. 4. 2. 4. 3. 1. 0. 0. 2. 0. 2. 0. 1. 3. 2.
 1. 3. 2. 1. 1. 0. 2. 1. 1. 0. 1. 0. 2. 1. 1. 3. 2. 0. 0. 1. 0. 3. 5. 3.
 3. 1. 0. 0. 1. 3. 1. 0. 0. 4. 2. 0. 2. 3. 0. 0. 1. 0. 2. 3. 2. 2. 1. 1.
 0. 2. 2. 1. 2. 3. 1. 2. 1. 2. 3. 0. 2. 1. 1. 0. 3. 2. 1. 1. 2. 1. 2. 1.
 1. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 2. 0.
 1. 0. 0. 0. 1. 2. 1. 0. 2. 1. 3. 3. 0. 3. 0. 1. 2. 0. 4. 1. 0. 2. 1. 1.
 2. 0. 2. 2. 2. 3. 3. 2. 0. 1. 1. 3. 1. 1. 1. 0. 0. 1. 2. 0. 2. 0. 2. 1.
 3. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]"
541,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1.
 0. 1. 1. 1. 1. 1. 0. 3. 1. 0. 1. 0. 3. 1. 1. 0. 3. 0. 1. 0. 2. 0. 0. 3.
 0. 2. 1. 1. 3. 2. 4. 0. 0. 3. 3. 2. 3. 0. 2. 2. 2. 2. 0. 2. 4. 2. 1. 0.
 0. 3. 1. 2. 2. 2. 1. 2. 2. 2. 1. 2. 4. 2. 0. 1. 1. 0. 2. 2. 3. 0. 2. 1.
 1. 1. 1. 1. 1. 2. 1. 0. 3. 0. 1. 4. 2. 3. 1. 0. 0. 2. 2. 0. 0. 1. 2. 1.
 0. 1. 1. 1. 3. 1. 1. 1. 1. 2. 3. 1. 2. 2. 0. 2. 0. 1. 0. 0. 2. 2. 2. 1.
 0. 1. 2. 0. 1. 3. 3. 1. 2. 1. 1. 2. 0. 1. 0. 1. 0. 2. 1. 3. 0. 1. 1. 3.
 0. 1. 2. 3. 3. 1. 0. 3. 3. 2. 0. 0. 0. 1. 2. 0. 2. 1. 1. 1. 0. 2. 1. 1.
 2. 0. 3. 0. 1. 2. 0. 1. 0. 2. 1. 0. 2. 1. 0. 1. 1. 0. 1. 1. 2. 1. 2. 0.
 0. 0. 2. 1. 1. 0. 2. 2. 0. 1. 0. 1. 1. 0. 0. 3. 6. 0. 1. 0. 2. 1. 0. 0.
 1. 2. 0. 0. 0. 2. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 2. 0. 1. 0. 2.
 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 3.]"
542,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 3. 1. 0. 2. 1. 0.
 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 2. 0. 0. 1. 1. 2. 0. 2. 1. 0. 0.
 1. 1. 1. 1. 0. 0. 0. 0. 1. 1. 2. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1.
 1. 0. 0. 1. 1. 0. 2. 1. 0. 0. 0. 0. 0. 1. 0. 2. 2. 2. 0. 1. 1. 0. 2. 0.
 1. 0. 0. 1. 0. 2. 1. 2. 0. 0. 2. 1. 1. 0. 2. 0. 1. 0. 1. 0. 0. 0. 0. 3.
 0. 2. 0. 1. 2. 1. 1. 1. 2. 0. 1. 2. 1. 0. 1. 1. 1. 1. 1. 2. 1. 2. 2. 0.
 0. 1. 1. 1. 0. 3. 1. 1. 1. 0. 4. 0. 0. 0. 0. 2. 2. 1. 0. 1. 1. 1. 0. 0.
 1. 0. 1. 1. 0. 2. 1. 2. 0. 1. 0. 1. 0. 1. 2. 2. 2. 1. 1. 3. 0. 2. 0. 1.
 1. 1. 0. 2. 3. 1. 2. 0. 0. 0. 1. 2.]"
543,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 1. 2. 0. 1. 1. 1. 1. 0. 2. 1. 0. 1. 0. 2. 0. 1. 1. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 3. 0. 0. 1. 1. 0. 0. 1. 1. 1. 1. 1. 0. 2. 0. 0. 2. 2. 0.
 1. 1. 3. 0. 0. 2. 0. 0. 0. 0. 2. 2. 0. 1. 1. 1. 0. 1. 0. 0. 1. 1. 1. 2.
 1. 0. 1. 1. 4. 0. 1. 2. 0. 0. 0. 1. 0. 2. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1.
 0. 0. 1. 1. 1. 0. 1. 1. 2. 0. 2. 1. 1. 0. 2. 1. 1. 0. 1. 1. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 2. 2. 2. 0. 2. 3. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 2. 0.
 2. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 0. 2.
 2. 1. 0. 2. 0. 2. 1. 0. 1. 0. 1. 2. 2. 3. 0. 2. 0. 0. 0. 3. 1. 0. 1. 3.
 2. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1.]"
544,300,simple,0.01,barabasi-albert,3,0.25,0.25,0.005,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 2. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0.
 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 2. 0. 0. 1. 0. 0. 0. 1. 0. 0.
 1. 0. 1. 1. 1. 0. 0. 1. 0. 0. 2. 1. 1. 1. 1. 2. 2. 1. 0. 0. 4. 0. 1. 0.
 0. 0. 0. 1. 0. 1. 1. 0. 1. 2. 2. 3. 1. 1. 0. 1. 1. 1. 0. 0. 1. 2. 2. 2.
 1. 2. 2. 1. 0. 0. 2. 3. 0. 3. 2. 1. 2. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0.
 0. 1. 2. 1. 4. 1. 0. 1. 1. 0. 2. 1.]"
